driver_name,driver_id,category,issue,action,priority,potential_gain,estimated_new_lap,current_best_lap,confidence,impact_score,skill_level
GR86-057-57,57,Shift Point Optimization,Shifting at 6168 RPM. GR86 optimal shift point is 7100 RPM.,Shift 932 RPM later on main straight and Turn 2 exit. Use shift light as reference. Power curve remains strong to 7100 RPM.,MEDIUM,0.26-0.45s,103.117s,103.474s,Medium,0.214,Developing
GR86-057-57,57,Cornering Speed Development,Lateral G-force of 0.19g is 0.81g below GR86 capability on slicks (1.0g threshold).,Critical: Increase corner entry speed by 5 km/h at Turn 3 and Turn 4. Build confidence progressively over 3 sessions. The GR86 on slicks can sustain 1.0g+ in steady-state cornering.,HIGH,0.33-0.52s,103.052s,103.474s,High,0.422,Developing
GR86-057-57,57,Corner Exit Acceleration,Exit acceleration of 0.00g is below GR86 potential.,"Critical: Apply 50% throttle at Turn 2 apex, building to 100% by track-out. The GR86 requires aggressive exits to compensate for lower power. Every 0.1g improvement = 0.15s per lap.",HIGH,0.33-0.49s,103.068s,103.474s,High,0.406,Developing
GR86-057-57,57,Apex Consistency,Combined throttle (±15.6%) and speed (±16.3 km/h) variance indicates inconsistent apex positioning.,Standardize apex points at Turn 3 and Turn 4. Use inside curbing as reference. Consistent apex = consistent exit = consistent lap times.,HIGH,0.28-0.49s,103.088s,103.474s,HIGH,0.386,Developing
GR86-057-57,57,Overall Consistency,"Input variance (Speed: ±16.3 km/h, Throttle: ±15.6%) is the primary performance limiter.","Mandatory: Establish 3 reference points per corner - brake marker (100m board), turn-in point (apex curbing), throttle point (track-out). Consistency is the foundation of speed. All other improvements are meaningless without this.",HIGH,0.41-0.73s,102.905s,103.474s,High,0.569,Developing
GR86-057-57,57,Speed Gap to Leader,6.7 km/h slower than fastest driver (Avg: 121.9 vs 128.6 km/h).,Study fastest driver's minimum corner speeds at Turn 3 and Turn 4. They carry 6.7 km/h more speed. Focus on entry positioning and mid-corner speed maintenance.,HIGH,0.28-0.42s,103.126s,103.474s,High,0.348,Developing
GR86-012-8,8,Threshold Braking Development,Peak brake pressure of 7.2% is below GR86 threshold capability (90%+ with race ABS and Alcon brakes).,Critical: Increase peak braking force by 15% at Turn 1/2 chicane. The GR86 race ABS allows 90-95% pressure without lock-up. Build confidence progressively.,HIGH,0.45-0.78s,103.027s,103.645s,High,0.617,Developing
GR86-012-8,8,Full Throttle Utilization,Only 0.0% of lap at full throttle. GR86 requires 55%+ due to lower power output.,Critical: Reach 100% throttle 55% earlier. Focus on Turn 2 exit and Turn 5 exit. Every meter earlier = 0.05s gained on main straight.,HIGH,0.50-0.83s,102.982s,103.645s,High,0.663,Developing
GR86-012-8,8,Throttle Application Timing,Throttle application 8.0% below best lap average.,"Apply throttle at apex of Turn 3 and Turn 4. Target: 50% at apex, 75% at mid-exit, 100% at track-out. Current: 66.9%, Target: 75.0%.",HIGH,0.27-0.45s,103.281s,103.645s,High,0.364,Developing
GR86-012-8,8,Traction Management,Longitudinal acceleration of 0.01g is below GR86 capability on slicks.,"The GR86 torque curve allows aggressive application from 3700 RPM. If losing traction at Turn 2 exit, reduce initial rate by 10%. If no traction loss, increase aggression by 20%.",MEDIUM,0.33-0.52s,103.222s,103.645s,Medium,0.254,Developing
GR86-012-8,8,Average Speed Optimization,Average speed 8.5 km/h below your best lap (126.8 vs 135.4 km/h),Focus on minimum corner speeds. Every 1 km/h gained through corners = 0.08s per lap. Target: 135.4 km/h average.,HIGH,3.99-5.98s,98.658s,103.645s,High,4.987,Developing
GR86-012-8,8,Maximum Speed Development,Top speed of 135.4 km/h suggests exit speed or straight-line issues,Focus on corner exit acceleration. Better exits = higher top speeds. Also check if you're short-shifting.,MEDIUM,0.26-0.52s,103.255s,103.645s,Medium,0.234,Developing
GR86-012-8,8,Shift Point Optimization,Shifting at 6161 RPM. GR86 optimal shift point is 7100 RPM.,Shift 939 RPM later on main straight and Turn 2 exit. Use shift light as reference. Power curve remains strong to 7100 RPM.,MEDIUM,0.26-0.45s,103.287s,103.645s,Medium,0.214,Developing
GR86-012-8,8,Cornering Speed Development,Lateral G-force of 0.20g is 0.80g below GR86 capability on slicks (1.0g threshold).,Critical: Increase corner entry speed by 5 km/h at Turn 3 and Turn 4. Build confidence progressively over 3 sessions. The GR86 on slicks can sustain 1.0g+ in steady-state cornering.,HIGH,0.33-0.52s,103.222s,103.645s,High,0.422,Developing
GR86-012-8,8,Corner Exit Acceleration,Exit acceleration of 0.01g is below GR86 potential.,"Critical: Apply 50% throttle at Turn 2 apex, building to 100% by track-out. The GR86 requires aggressive exits to compensate for lower power. Every 0.1g improvement = 0.15s per lap.",HIGH,0.33-0.49s,103.239s,103.645s,High,0.406,Developing
GR86-012-8,8,Overall Consistency,"Input variance (Speed: ±13.1 km/h, Throttle: ±12.7%) is the primary performance limiter.","Mandatory: Establish 3 reference points per corner - brake marker (100m board), turn-in point (apex curbing), throttle point (track-out). Consistency is the foundation of speed. All other improvements are meaningless without this.",HIGH,0.41-0.73s,103.076s,103.645s,High,0.569,Developing
GR86-025-47,47,Threshold Braking Development,Peak brake pressure of 8.9% is below GR86 threshold capability (90%+ with race ABS and Alcon brakes).,Critical: Increase peak braking force by 15% at Turn 1/2 chicane. The GR86 race ABS allows 90-95% pressure without lock-up. Build confidence progressively.,HIGH,0.35-0.60s,99.868s,100.343s,High,0.475,Intermediate
GR86-025-47,47,Full Throttle Utilization,Only 0.0% of lap at full throttle. GR86 requires 55%+ due to lower power output.,Critical: Reach 100% throttle 55% earlier. Focus on Turn 2 exit and Turn 5 exit. Every meter earlier = 0.05s gained on main straight.,HIGH,0.38-0.64s,99.833s,100.343s,High,0.510,Intermediate
GR86-025-47,47,Throttle Application Timing,Throttle application 10.5% below best lap average.,"Apply throttle at apex of Turn 3 and Turn 4. Target: 50% at apex, 75% at mid-exit, 100% at track-out. Current: 67.1%, Target: 77.6%.",HIGH,0.21-0.35s,100.063s,100.343s,High,0.280,Intermediate
GR86-025-47,47,Throttle Consistency,Throttle variance of ±19.7% indicates inconsistent corner exits.,Standardize throttle application points. Use apex curbing as reference for initial 50% application. Smooth progression is critical.,MEDIUM,0.35-0.60s,99.868s,100.343s,MEDIUM,0.285,Intermediate
GR86-025-47,47,Traction Management,Longitudinal acceleration of -0.26g is below GR86 capability on slicks.,"The GR86 torque curve allows aggressive application from 3700 RPM. If losing traction at Turn 2 exit, reduce initial rate by 10%. If no traction loss, increase aggression by 20%.",MEDIUM,0.25-0.40s,100.018s,100.343s,Medium,0.195,Intermediate
GR86-025-47,47,Average Speed Optimization,Average speed 9.6 km/h below your best lap (129.9 vs 139.5 km/h),Focus on minimum corner speeds. Every 1 km/h gained through corners = 0.08s per lap. Target: 139.5 km/h average.,HIGH,3.25-4.88s,96.275s,100.343s,High,4.068,Intermediate
GR86-025-47,47,Maximum Speed Development,Top speed of 139.7 km/h suggests exit speed or straight-line issues,Focus on corner exit acceleration. Better exits = higher top speeds. Also check if you're short-shifting.,MEDIUM,0.20-0.40s,100.043s,100.343s,Medium,0.180,Intermediate
GR86-025-47,47,Shift Point Optimization,Shifting at 6477 RPM. GR86 optimal shift point is 7100 RPM.,Shift 623 RPM later on main straight and Turn 2 exit. Use shift light as reference. Power curve remains strong to 7100 RPM.,MEDIUM,0.20-0.35s,100.068s,100.343s,Medium,0.165,Intermediate
GR86-025-47,47,Cornering Speed Development,Lateral G-force of 0.20g is 0.80g below GR86 capability on slicks (1.0g threshold).,Critical: Increase corner entry speed by 5 km/h at Turn 3 and Turn 4. Build confidence progressively over 3 sessions. The GR86 on slicks can sustain 1.0g+ in steady-state cornering.,HIGH,0.25-0.40s,100.018s,100.343s,High,0.325,Intermediate
GR86-025-47,47,Corner Exit Acceleration,Exit acceleration of -0.26g is below GR86 potential.,"Critical: Apply 50% throttle at Turn 2 apex, building to 100% by track-out. The GR86 requires aggressive exits to compensate for lower power. Every 0.1g improvement = 0.15s per lap.",HIGH,0.25-0.38s,100.031s,100.343s,High,0.312,Intermediate
GR86-025-47,47,Apex Consistency,Combined throttle (±19.7%) and speed (±16.6 km/h) variance indicates inconsistent apex positioning.,Standardize apex points at Turn 3 and Turn 4. Use inside curbing as reference. Consistent apex = consistent exit = consistent lap times.,MEDIUM,0.35-0.60s,99.868s,100.343s,MEDIUM,0.285,Intermediate
GR86-025-47,47,Overall Consistency,"Input variance (Speed: ±16.6 km/h, Throttle: ±19.7%) is the primary performance limiter.","Mandatory: Establish 3 reference points per corner - brake marker (100m board), turn-in point (apex curbing), throttle point (track-out). Consistency is the foundation of speed. All other improvements are meaningless without this.",HIGH,0.25-0.45s,99.993s,100.343s,High,0.350,Intermediate
GR86-025-47,47,Input Smoothness,"Abrupt input changes detected (Throttle: ±19.7%, Brake: ±2.3%).",Practice progressive inputs. Throttle: 0% to 100% over 1.5 seconds. Brake: 100% to 0% over 1.0 second. Smooth inputs = predictable car behavior.,MEDIUM,0.30-0.50s,99.943s,100.343s,Medium,0.240,Intermediate
GR86-025-47,47,Weight Transfer Optimization,"G-force profile (Longitudinal: -0.26g, Lateral: 0.20g) suggests conservative weight transfer.","Opportunity: Brake harder initially at Turn 1 to load front, then smoothly transition to throttle to shift weight rear. This improves rotation and exit traction.",MEDIUM,0.25-0.40s,100.018s,100.343s,Medium,0.195,Intermediate
GR86-033-46,46,Threshold Braking Development,Peak brake pressure of 8.4% is below GR86 threshold capability (90%+ with race ABS and Alcon brakes).,Critical: Increase peak braking force by 15% at Turn 1/2 chicane. The GR86 race ABS allows 90-95% pressure without lock-up. Build confidence progressively.,HIGH,0.35-0.60s,99.772s,100.247s,High,0.475,Intermediate
GR86-033-46,46,Full Throttle Utilization,Only 0.0% of lap at full throttle. GR86 requires 55%+ due to lower power output.,Critical: Reach 100% throttle 55% earlier. Focus on Turn 2 exit and Turn 5 exit. Every meter earlier = 0.05s gained on main straight.,HIGH,0.38-0.64s,99.737s,100.247s,High,0.510,Intermediate
GR86-033-46,46,Throttle Application Timing,Throttle application 9.6% below best lap average.,"Apply throttle at apex of Turn 3 and Turn 4. Target: 50% at apex, 75% at mid-exit, 100% at track-out. Current: 66.5%, Target: 76.1%.",HIGH,0.21-0.35s,99.967s,100.247s,High,0.280,Intermediate
GR86-033-46,46,Throttle Consistency,Throttle variance of ±19.3% indicates inconsistent corner exits.,Standardize throttle application points. Use apex curbing as reference for initial 50% application. Smooth progression is critical.,MEDIUM,0.35-0.60s,99.772s,100.247s,MEDIUM,0.285,Intermediate
GR86-033-46,46,Traction Management,Longitudinal acceleration of 0.02g is below GR86 capability on slicks.,"The GR86 torque curve allows aggressive application from 3700 RPM. If losing traction at Turn 2 exit, reduce initial rate by 10%. If no traction loss, increase aggression by 20%.",MEDIUM,0.25-0.40s,99.922s,100.247s,Medium,0.195,Intermediate
GR86-033-46,46,Average Speed Optimization,Average speed 8.1 km/h below your best lap (130.7 vs 138.8 km/h),Focus on minimum corner speeds. Every 1 km/h gained through corners = 0.08s per lap. Target: 138.8 km/h average.,HIGH,2.74-4.10s,96.827s,100.247s,High,3.420,Intermediate
GR86-033-46,46,Maximum Speed Development,Top speed of 139.6 km/h suggests exit speed or straight-line issues,Focus on corner exit acceleration. Better exits = higher top speeds. Also check if you're short-shifting.,MEDIUM,0.20-0.40s,99.947s,100.247s,Medium,0.180,Intermediate
GR86-033-46,46,Shift Point Optimization,Shifting at 6485 RPM. GR86 optimal shift point is 7100 RPM.,Shift 615 RPM later on main straight and Turn 2 exit. Use shift light as reference. Power curve remains strong to 7100 RPM.,MEDIUM,0.20-0.35s,99.972s,100.247s,Medium,0.165,Intermediate
GR86-033-46,46,Cornering Speed Development,Lateral G-force of 0.18g is 0.82g below GR86 capability on slicks (1.0g threshold).,Critical: Increase corner entry speed by 5 km/h at Turn 3 and Turn 4. Build confidence progressively over 3 sessions. The GR86 on slicks can sustain 1.0g+ in steady-state cornering.,HIGH,0.25-0.40s,99.922s,100.247s,High,0.325,Intermediate
GR86-033-46,46,Corner Exit Acceleration,Exit acceleration of 0.02g is below GR86 potential.,"Critical: Apply 50% throttle at Turn 2 apex, building to 100% by track-out. The GR86 requires aggressive exits to compensate for lower power. Every 0.1g improvement = 0.15s per lap.",HIGH,0.25-0.38s,99.934s,100.247s,High,0.312,Intermediate
GR86-033-46,46,Apex Consistency,Combined throttle (±19.3%) and speed (±16.1 km/h) variance indicates inconsistent apex positioning.,Standardize apex points at Turn 3 and Turn 4. Use inside curbing as reference. Consistent apex = consistent exit = consistent lap times.,MEDIUM,0.35-0.60s,99.772s,100.247s,MEDIUM,0.285,Intermediate
GR86-033-46,46,Overall Consistency,"Input variance (Speed: ±16.1 km/h, Throttle: ±19.3%) is the primary performance limiter.","Mandatory: Establish 3 reference points per corner - brake marker (100m board), turn-in point (apex curbing), throttle point (track-out). Consistency is the foundation of speed. All other improvements are meaningless without this.",HIGH,0.25-0.45s,99.897s,100.247s,High,0.350,Intermediate
GR86-033-46,46,Input Smoothness,"Abrupt input changes detected (Throttle: ±19.3%, Brake: ±2.0%).",Practice progressive inputs. Throttle: 0% to 100% over 1.5 seconds. Brake: 100% to 0% over 1.0 second. Smooth inputs = predictable car behavior.,MEDIUM,0.30-0.50s,99.847s,100.247s,Medium,0.240,Intermediate
GR86-033-46,46,Weight Transfer Optimization,"G-force profile (Longitudinal: 0.02g, Lateral: 0.18g) suggests conservative weight transfer.","Opportunity: Brake harder initially at Turn 1 to load front, then smoothly transition to throttle to shift weight rear. This improves rotation and exit traction.",MEDIUM,0.25-0.40s,99.922s,100.247s,Medium,0.195,Intermediate
GR86-040-3,3,Threshold Braking Development,Peak brake pressure of 8.5% is below GR86 threshold capability (90%+ with race ABS and Alcon brakes).,Critical: Increase peak braking force by 15% at Turn 1/2 chicane. The GR86 race ABS allows 90-95% pressure without lock-up. Build confidence progressively.,HIGH,0.45-0.78s,101.756s,102.374s,High,0.617,Developing
GR86-040-3,3,Full Throttle Utilization,Only 0.0% of lap at full throttle. GR86 requires 55%+ due to lower power output.,Critical: Reach 100% throttle 55% earlier. Focus on Turn 2 exit and Turn 5 exit. Every meter earlier = 0.05s gained on main straight.,HIGH,0.50-0.83s,101.711s,102.374s,High,0.663,Developing
GR86-040-3,3,Throttle Application Timing,Throttle application 7.0% below best lap average.,"Apply throttle at apex of Turn 3 and Turn 4. Target: 50% at apex, 75% at mid-exit, 100% at track-out. Current: 69.1%, Target: 76.2%.",HIGH,0.27-0.45s,102.010s,102.374s,High,0.364,Developing
GR86-040-3,3,Throttle Consistency,Throttle variance of ±15.6% indicates inconsistent corner exits.,Standardize throttle application points. Use apex curbing as reference for initial 50% application. Smooth progression is critical.,HIGH,0.31-0.54s,101.949s,102.374s,HIGH,0.425,Developing
GR86-040-3,3,Traction Management,Longitudinal acceleration of 0.04g is below GR86 capability on slicks.,"The GR86 torque curve allows aggressive application from 3700 RPM. If losing traction at Turn 2 exit, reduce initial rate by 10%. If no traction loss, increase aggression by 20%.",MEDIUM,0.33-0.52s,101.951s,102.374s,Medium,0.254,Developing
GR86-040-3,3,Average Speed Optimization,Average speed 7.3 km/h below your best lap (129.8 vs 137.1 km/h),Focus on minimum corner speeds. Every 1 km/h gained through corners = 0.08s per lap. Target: 137.1 km/h average.,HIGH,3.00-4.50s,98.627s,102.374s,High,3.747,Developing
GR86-040-3,3,Maximum Speed Development,Top speed of 137.3 km/h suggests exit speed or straight-line issues,Focus on corner exit acceleration. Better exits = higher top speeds. Also check if you're short-shifting.,MEDIUM,0.26-0.52s,101.984s,102.374s,Medium,0.234,Developing
GR86-040-3,3,Shift Point Optimization,Shifting at 6282 RPM. GR86 optimal shift point is 7100 RPM.,Shift 818 RPM later on main straight and Turn 2 exit. Use shift light as reference. Power curve remains strong to 7100 RPM.,MEDIUM,0.26-0.45s,102.016s,102.374s,Medium,0.214,Developing
GR86-040-3,3,Cornering Speed Development,Lateral G-force of 0.21g is 0.79g below GR86 capability on slicks (1.0g threshold).,Critical: Increase corner entry speed by 5 km/h at Turn 3 and Turn 4. Build confidence progressively over 3 sessions. The GR86 on slicks can sustain 1.0g+ in steady-state cornering.,HIGH,0.33-0.52s,101.951s,102.374s,High,0.422,Developing
GR86-040-3,3,Corner Exit Acceleration,Exit acceleration of 0.04g is below GR86 potential.,"Critical: Apply 50% throttle at Turn 2 apex, building to 100% by track-out. The GR86 requires aggressive exits to compensate for lower power. Every 0.1g improvement = 0.15s per lap.",HIGH,0.33-0.49s,101.968s,102.374s,High,0.406,Developing
GR86-040-3,3,Overall Consistency,"Input variance (Speed: ±13.9 km/h, Throttle: ±15.6%) is the primary performance limiter.","Mandatory: Establish 3 reference points per corner - brake marker (100m board), turn-in point (apex curbing), throttle point (track-out). Consistency is the foundation of speed. All other improvements are meaningless without this.",HIGH,0.41-0.73s,101.805s,102.374s,High,0.569,Developing
GR86-028-89,89,Threshold Braking Development,Peak brake pressure of 8.3% is below GR86 threshold capability (90%+ with race ABS and Alcon brakes).,Critical: Increase peak braking force by 15% at Turn 1/2 chicane. The GR86 race ABS allows 90-95% pressure without lock-up. Build confidence progressively.,HIGH,0.35-0.60s,100.684s,101.159s,High,0.475,Intermediate
GR86-028-89,89,Full Throttle Utilization,Only 0.0% of lap at full throttle. GR86 requires 55%+ due to lower power output.,Critical: Reach 100% throttle 55% earlier. Focus on Turn 2 exit and Turn 5 exit. Every meter earlier = 0.05s gained on main straight.,HIGH,0.38-0.64s,100.649s,101.159s,High,0.510,Intermediate
GR86-028-89,89,Throttle Application Timing,Throttle application 10.6% below best lap average.,"Apply throttle at apex of Turn 3 and Turn 4. Target: 50% at apex, 75% at mid-exit, 100% at track-out. Current: 65.1%, Target: 75.7%.",HIGH,0.21-0.35s,100.879s,101.159s,High,0.280,Intermediate
GR86-028-89,89,Throttle Consistency,Throttle variance of ±18.5% indicates inconsistent corner exits.,Standardize throttle application points. Use apex curbing as reference for initial 50% application. Smooth progression is critical.,MEDIUM,0.35-0.60s,100.684s,101.159s,MEDIUM,0.285,Intermediate
GR86-028-89,89,Traction Management,Longitudinal acceleration of -0.00g is below GR86 capability on slicks.,"The GR86 torque curve allows aggressive application from 3700 RPM. If losing traction at Turn 2 exit, reduce initial rate by 10%. If no traction loss, increase aggression by 20%.",MEDIUM,0.25-0.40s,100.834s,101.159s,Medium,0.195,Intermediate
GR86-028-89,89,Average Speed Optimization,Average speed 10.6 km/h below your best lap (127.9 vs 138.4 km/h),Focus on minimum corner speeds. Every 1 km/h gained through corners = 0.08s per lap. Target: 138.4 km/h average.,HIGH,3.68-5.52s,96.561s,101.159s,High,4.598,Intermediate
GR86-028-89,89,Maximum Speed Development,Top speed of 138.5 km/h suggests exit speed or straight-line issues,Focus on corner exit acceleration. Better exits = higher top speeds. Also check if you're short-shifting.,MEDIUM,0.20-0.40s,100.859s,101.159s,Medium,0.180,Intermediate
GR86-028-89,89,Shift Point Optimization,Shifting at 6363 RPM. GR86 optimal shift point is 7100 RPM.,Shift 737 RPM later on main straight and Turn 2 exit. Use shift light as reference. Power curve remains strong to 7100 RPM.,MEDIUM,0.20-0.35s,100.884s,101.159s,Medium,0.165,Intermediate
GR86-028-89,89,Cornering Speed Development,Lateral G-force of 0.20g is 0.80g below GR86 capability on slicks (1.0g threshold).,Critical: Increase corner entry speed by 5 km/h at Turn 3 and Turn 4. Build confidence progressively over 3 sessions. The GR86 on slicks can sustain 1.0g+ in steady-state cornering.,HIGH,0.25-0.40s,100.834s,101.159s,High,0.325,Intermediate
GR86-028-89,89,Corner Exit Acceleration,Exit acceleration of -0.00g is below GR86 potential.,"Critical: Apply 50% throttle at Turn 2 apex, building to 100% by track-out. The GR86 requires aggressive exits to compensate for lower power. Every 0.1g improvement = 0.15s per lap.",HIGH,0.25-0.38s,100.847s,101.159s,High,0.312,Intermediate
GR86-028-89,89,Apex Consistency,Combined throttle (±18.5%) and speed (±18.4 km/h) variance indicates inconsistent apex positioning.,Standardize apex points at Turn 3 and Turn 4. Use inside curbing as reference. Consistent apex = consistent exit = consistent lap times.,MEDIUM,0.35-0.60s,100.684s,101.159s,MEDIUM,0.285,Intermediate
GR86-028-89,89,Overall Consistency,"Input variance (Speed: ±18.4 km/h, Throttle: ±18.5%) is the primary performance limiter.","Mandatory: Establish 3 reference points per corner - brake marker (100m board), turn-in point (apex curbing), throttle point (track-out). Consistency is the foundation of speed. All other improvements are meaningless without this.",HIGH,0.25-0.45s,100.809s,101.159s,High,0.350,Intermediate
GR86-028-89,89,Input Smoothness,"Abrupt input changes detected (Throttle: ±18.5%, Brake: ±2.0%).",Practice progressive inputs. Throttle: 0% to 100% over 1.5 seconds. Brake: 100% to 0% over 1.0 second. Smooth inputs = predictable car behavior.,MEDIUM,0.30-0.50s,100.759s,101.159s,Medium,0.240,Intermediate
GR86-028-89,89,Weight Transfer Optimization,"G-force profile (Longitudinal: -0.00g, Lateral: 0.20g) suggests conservative weight transfer.","Opportunity: Brake harder initially at Turn 1 to load front, then smoothly transition to throttle to shift weight rear. This improves rotation and exit traction.",MEDIUM,0.25-0.40s,100.834s,101.159s,Medium,0.195,Intermediate
